id,Sex,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
757823,1.2,43,185.0,88.0,14.0,95.0,40.2
757824,1.2,22,166.0,60.0,7.0,85.0,39.2
757825,1.2,50,182.0,87.0,25.0,107.0,40.9
757826,1.2,55,176.0,81.0,28.0,102.0,40.8
757827,0.0,30,187.0,89.0,25.0,105.0,40.8
757828,1.2,28,172.0,72.0,13.0,95.0,40.1
757829,1.2,44,189.0,90.0,16.0,96.0,40.2
757830,0.0,23,164.0,61.0,4.0,85.0,38.8
757831,1.2,45,198.0,101.0,19.0,98.0,40.3
757832,1.2,43,167.0,66.0,7.0,86.0,39.4
757833,1.2,41,158.0,58.0,17.0,103.0,40.5
757834,1.2,46,180.0,79.0,24.0,108.0,40.7
757835,1.2,25,173.0,77.0,4.0,78.0,39.1
757836,0.0,45,180.0,84.0,2.0,87.0,38.1
757837,0.0,30,161.0,64.0,12.0,97.0,40.2
757838,1.2,73,183.0,87.0,26.0,106.0,41.0
757839,1.2,35,160.0,55.0,27.0,106.0,40.6
757840,0.0,22,193.0,94.0,20.0,103.0,40.5
757841,0.0,41,185.0,88.0,18.0,97.0,40.4
757842,0.0,22,176.0,71.0,25.0,96.0,40.8
757843,1.2,32,174.0,80.0,9.0,90.0,39.7
757844,1.2,25,158.0,60.0,30.0,115.0,40.9
757845,0.0,28,171.0,67.0,15.0,94.0,40.0
757846,0.0,22,173.0,68.0,26.0,105.0,40.7
757847,1.2,50,184.0,84.0,14.0,94.0,40.1
757848,1.2,22,182.0,81.0,6.0,87.0,39.1
757849,0.0,65,158.0,53.0,26.0,106.0,41.0
757850,0.0,29,181.0,70.0,19.0,101.0,40.3
757851,1.2,27,161.0,61.0,12.0,92.0,39.9
757852,1.2,52,185.0,84.0,19.0,99.0,40.2
757853,0.0,32,183.0,91.0,5.0,91.0,39.0
757854,1.2,42,160.0,56.0,23.0,105.0,40.7
757855,1.2,46,183.0,90.0,25.0,103.0,40.4
757856,1.2,29,188.0,93.0,29.0,106.0,40.9
757857,0.0,55,155.0,58.0,13.0,99.0,40.3
757858,1.2,51,155.0,53.0,26.0,109.0,41.0
757859,1.2,44,183.0,88.0,24.0,110.0,40.8
757860,1.2,23,187.0,92.0,16.0,102.0,40.4
757861,0.0,30,174.0,77.0,12.0,87.0,40.2
757862,1.2,25,176.0,81.0,4.0,81.0,38.9
757863,0.0,21,193.0,87.0,23.0,99.0,40.8
757864,1.2,25,173.0,65.0,3.0,91.0,38.7
757865,0.0,35,165.0,65.0,29.0,101.0,41.1
757866,1.2,48,187.0,85.0,11.0,94.0,40.0
757867,1.2,22,201.0,99.0,1.0,87.0,37.9
757868,1.2,25,164.0,61.0,2.0,83.0,38.1
757869,1.2,35,159.0,59.0,9.0,97.0,39.7
757870,1.2,28,172.0,68.0,22.0,98.0,40.8
757871,0.0,64,174.0,82.0,27.0,113.0,40.7
757872,0.0,20,161.0,60.0,28.0,108.0,40.7
757873,1.2,54,161.0,45.0,13.0,92.0,40.2
757874,1.2,40,184.0,88.0,21.0,102.0,40.4
757875,1.2,54,185.0,88.0,9.0,89.0,39.7
757876,1.2,39,162.0,55.0,12.0,88.0,40.3
757877,0.0,48,154.0,55.0,11.0,86.0,40.1
757878,0.0,36,172.0,64.0,24.0,101.0,40.5
757879,0.0,54,161.0,61.0,19.0,96.0,40.3
757880,0.0,33,180.0,83.0,29.0,109.0,40.9
757881,1.2,21,158.0,61.0,14.0,88.0,40.4
757882,1.2,36,159.0,60.0,15.0,97.0,40.4
757883,1.2,30,162.0,63.0,19.0,100.0,40.6
757884,0.0,33,169.0,69.0,10.0,93.0,40.0
757885,0.0,62,159.0,54.0,7.0,90.0,39.6
757886,0.0,75,191.0,96.0,14.0,84.0,40.0
757887,1.2,65,178.0,73.0,7.0,91.0,39.4
757888,1.2,57,163.0,60.0,12.0,88.0,40.1
757889,1.2,61,181.0,81.0,18.0,97.0,40.7
757890,1.2,40,174.0,72.0,28.0,115.0,40.6
757891,0.0,29,165.0,71.0,6.0,80.0,39.5
757892,0.0,43,166.0,64.0,17.0,91.0,40.0
757893,1.2,29,169.0,68.0,19.0,106.0,40.6
757894,1.2,42,184.0,83.0,29.0,111.0,41.1
757895,1.2,47,179.0,85.0,11.0,87.0,40.0
757896,0.0,28,176.0,72.0,13.0,91.0,40.0
757897,0.0,49,153.0,54.0,9.0,89.0,39.7
757898,0.0,41,172.0,71.0,28.0,105.0,40.7
757899,0.0,60,179.0,87.0,23.0,102.0,40.8
757900,1.2,40,162.0,60.0,14.0,102.0,40.4
757901,0.0,55,185.0,91.0,8.0,84.0,39.4
757902,1.2,37,183.0,83.0,9.0,83.0,39.7
757903,0.0,32,162.0,58.0,16.0,96.0,40.3
757904,1.2,51,180.0,77.0,22.0,103.0,40.5
757905,1.2,64,186.0,93.0,18.0,102.0,40.4
757906,1.2,63,183.0,83.0,27.0,110.0,41.2
757907,0.0,21,157.0,54.0,22.0,102.0,40.7
757908,0.0,52,180.0,86.0,15.0,91.0,40.4
757909,0.0,41,174.0,79.0,5.0,88.0,39.4
757910,0.0,51,183.0,87.0,19.0,99.0,40.7
757911,1.2,54,184.0,91.0,8.0,79.0,39.4
757912,1.2,29,186.0,93.0,14.0,97.0,40.2
757913,0.0,39,160.0,56.0,20.0,99.0,40.6
757914,0.0,51,173.0,77.0,9.0,92.0,39.7
757915,0.0,45,176.0,74.0,16.0,94.0,40.5
757916,0.0,20,178.0,75.0,14.0,96.0,40.5
757917,1.2,52,201.0,102.0,1.0,78.0,37.4
757918,0.0,54,164.0,62.0,27.0,104.0,41.0
757919,0.0,51,170.0,77.0,17.0,84.0,40.2
757920,1.2,20,172.0,75.0,18.0,98.0,40.6
757921,1.2,62,196.0,101.0,2.0,79.0,37.7
757922,0.0,42,182.0,90.0,17.0,98.0,40.4
757923,1.2,28,165.0,59.0,30.0,107.0,40.8
757924,0.0,20,172.0,76.0,21.0,101.0,40.5
757925,0.0,38,175.0,78.0,20.0,94.0,40.2
757926,0.0,73,161.0,62.0,11.0,97.0,40.0
757927,1.2,50,185.0,79.0,22.0,108.0,40.6
757928,0.0,35,184.0,92.0,24.0,105.0,40.7
757929,1.2,43,148.0,49.0,27.0,102.0,40.7
757930,1.2,30,158.0,59.0,27.0,105.0,40.7
757931,1.2,27,180.0,87.0,15.0,111.0,40.7
757932,0.0,40,161.0,62.0,15.0,91.0,40.4
757933,0.0,51,162.0,63.0,26.0,105.0,40.8
757934,1.2,38,161.0,55.0,22.0,106.0,40.6
757935,1.2,54,191.0,92.0,13.0,98.0,40.3
757936,1.2,44,178.0,75.0,7.0,88.0,39.8
757937,0.0,26,186.0,88.0,26.0,102.0,40.9
757938,1.2,49,159.0,55.0,19.0,100.0,40.4
757939,1.2,42,152.0,51.0,26.0,107.0,40.8
757940,1.2,35,153.0,58.0,28.0,109.0,40.6
757941,0.0,27,180.0,84.0,22.0,106.0,40.4
757942,0.0,54,171.0,69.0,5.0,82.0,39.2
757943,0.0,37,187.0,85.0,11.0,89.0,40.1
757944,0.0,22,156.0,57.0,28.0,118.0,40.5
757945,1.2,32,161.0,64.0,22.0,103.0,40.3
757946,0.0,30,172.0,73.0,24.0,102.0,40.8
757947,1.2,28,178.0,76.0,27.0,108.0,40.9
757948,0.0,25,189.0,81.0,23.0,91.0,41.2
757949,0.0,21,198.0,104.0,28.0,103.0,40.5
757950,0.0,23,164.0,60.0,16.0,91.0,40.3
757951,1.2,40,187.0,94.0,2.0,81.0,38.4
757952,0.0,32,176.0,82.0,17.0,94.0,40.4
757953,1.2,61,182.0,89.0,29.0,104.0,41.0
757954,0.0,45,159.0,54.0,14.0,92.0,40.1
757955,0.0,34,188.0,92.0,6.0,86.0,39.3
757956,1.2,21,178.0,82.0,13.0,100.0,40.0
757957,1.2,51,164.0,63.0,15.0,97.0,40.1
757958,0.0,38,176.0,75.0,25.0,88.0,40.7
757959,0.0,59,190.0,95.0,23.0,108.0,40.6
757960,0.0,74,173.0,80.0,24.0,110.0,40.9
757961,1.2,22,185.0,84.0,25.0,111.0,40.9
757962,1.2,36,162.0,67.0,11.0,90.0,39.8
757963,0.0,55,167.0,66.0,15.0,96.0,39.9
757964,0.0,54,173.0,70.0,9.0,84.0,39.7
757965,0.0,36,190.0,89.0,15.0,94.0,40.3
757966,1.2,64,168.0,69.0,25.0,107.0,40.7
757967,1.2,51,173.0,82.0,19.0,94.0,40.3
757968,0.0,62,162.0,64.0,20.0,97.0,40.7
757969,1.2,29,171.0,69.0,24.0,105.0,40.8
757970,1.2,32,174.0,75.0,25.0,101.0,40.9
757971,0.0,72,167.0,69.0,18.0,97.0,40.5
757972,1.2,67,182.0,83.0,8.0,85.0,39.3
757973,0.0,63,179.0,79.0,12.0,99.0,39.7
757974,1.2,22,166.0,58.0,21.0,103.0,40.4
757975,0.0,39,181.0,86.0,2.0,83.0,37.8
757976,0.0,21,182.0,71.0,18.0,101.0,40.7
757977,1.2,50,172.0,73.0,27.0,108.0,40.6
757978,0.0,30,148.0,98.0,5.0,89.0,39.1
757979,1.2,25,167.0,65.0,20.0,101.0,40.3
757980,1.2,24,179.0,83.0,6.0,89.0,39.2
757981,0.0,21,175.0,77.0,4.0,84.0,38.7
757982,1.2,53,167.0,69.0,25.0,108.0,41.1
757983,1.2,20,181.0,79.0,24.0,110.0,40.7
757984,1.2,55,160.0,60.0,14.0,94.0,40.3
757985,1.2,28,189.0,92.0,17.0,100.0,40.2
757986,1.2,26,171.0,68.0,3.0,79.0,38.8
757987,1.2,24,164.0,61.0,19.0,99.0,40.6
757988,0.0,25,173.0,69.0,20.0,94.0,40.2
757989,0.0,27,181.0,87.0,19.0,99.0,40.5
757990,0.0,26,185.0,82.0,9.0,90.0,39.7
757991,1.2,52,186.0,89.0,7.0,87.0,39.7
757992,1.2,58,192.0,95.0,20.0,98.0,40.6
757993,0.0,20,176.0,75.0,2.0,82.0,37.7
757994,1.2,39,162.0,63.0,24.0,105.0,40.7
757995,1.2,48,177.0,101.0,10.0,99.0,40.2
757996,1.2,39,161.0,61.0,13.0,91.0,40.2
757997,1.2,58,151.0,52.0,6.0,90.0,38.9
757998,0.0,51,192.0,92.0,2.0,88.0,38.6
757999,1.2,22,193.0,89.0,4.0,86.0,38.8
758000,1.2,20,156.0,52.0,13.0,94.0,39.7
758001,1.2,22,170.0,65.0,29.0,110.0,40.8
758002,1.2,54,151.0,52.0,29.0,107.0,40.7
758003,0.0,56,160.0,60.0,7.0,86.0,39.2
758004,0.0,36,183.0,87.0,30.0,110.0,40.3
758005,1.2,36,189.0,89.0,13.0,96.0,39.8
758006,1.2,36,196.0,102.0,18.0,98.0,40.3
758007,0.0,38,184.0,89.0,9.0,92.0,39.8
758008,1.2,64,194.0,96.0,14.0,91.0,40.3
758009,1.2,39,173.0,72.0,23.0,92.0,40.9
758010,0.0,37,156.0,59.0,28.0,104.0,40.8
758011,1.2,65,163.0,62.0,14.0,98.0,40.3
758012,1.2,59,160.0,57.0,6.0,86.0,39.2
758013,0.0,41,190.0,91.0,26.0,112.0,40.6
758014,0.0,39,186.0,93.0,20.0,100.0,40.7
758015,1.2,35,193.0,93.0,1.0,87.0,37.7
758016,0.0,40,153.0,55.0,24.0,113.0,40.9
758017,0.0,63,158.0,61.0,9.0,87.0,39.7
758018,1.2,42,193.0,92.0,23.0,102.0,40.4
758019,0.0,35,184.0,78.0,12.0,90.0,40.1
758020,0.0,41,172.0,72.0,30.0,113.0,40.9
758021,0.0,51,167.0,60.0,7.0,84.0,39.6
758022,1.2,60,189.0,96.0,8.0,87.0,39.7
758023,0.0,21,184.0,79.0,8.0,88.0,39.7
758024,0.0,41,201.0,103.0,23.0,101.0,40.7
758025,0.0,74,166.0,68.0,9.0,96.0,39.7
758026,1.2,34,167.0,62.0,18.0,93.0,40.5
758027,0.0,22,180.0,77.0,9.0,89.0,39.6
758028,1.2,64,187.0,94.0,14.0,94.0,40.2
758029,0.0,62,202.0,102.0,2.0,80.0,38.1
758030,1.2,45,161.0,65.0,8.0,95.0,39.8
758031,1.2,51,167.0,61.0,11.0,90.0,40.0
758032,0.0,56,170.0,72.0,7.0,87.0,39.7
758033,0.0,29,172.0,75.0,17.0,96.0,40.4
758034,1.2,46,181.0,85.0,16.0,96.0,40.3
758035,0.0,54,175.0,74.0,25.0,99.0,40.8
758036,0.0,45,202.0,102.0,6.0,79.0,39.6
758037,1.2,50,165.0,68.0,12.0,101.0,40.2
758038,0.0,27,174.0,73.0,12.0,90.0,40.0
758039,1.2,20,164.0,64.0,5.0,89.0,39.3
758040,1.2,42,184.0,88.0,10.0,90.0,39.7
758041,1.2,60,177.0,71.0,16.0,106.0,39.8
758042,1.2,31,169.0,65.0,19.0,102.0,40.5
758043,0.0,71,174.0,68.0,10.0,92.0,40.1
758044,0.0,37,170.0,78.0,7.0,80.0,39.1
758045,1.2,51,164.0,64.0,26.0,103.0,40.3
758046,1.2,57,169.0,75.0,28.0,109.0,40.9
758047,0.0,31,180.0,83.0,5.0,83.0,39.0
758048,1.2,31,191.0,93.0,8.0,88.0,39.5
758049,1.2,35,179.0,81.0,18.0,98.0,40.7
758050,1.2,21,164.0,63.0,22.0,107.0,40.4
758051,0.0,28,169.0,63.0,24.0,108.0,40.7
758052,1.2,30,157.0,60.0,5.0,81.0,38.9
758053,0.0,34,152.0,52.0,20.0,97.0,40.2
758054,1.2,23,179.0,73.0,29.0,104.0,40.8
758055,0.0,44,162.0,55.0,22.0,97.0,40.6
758056,0.0,35,175.0,70.0,11.0,93.0,40.0
758057,0.0,46,179.0,77.0,9.0,96.0,39.7
758058,0.0,52,185.0,81.0,12.0,96.0,40.1
758059,0.0,31,183.0,85.0,5.0,91.0,39.0
758060,0.0,71,151.0,51.0,6.0,98.0,39.5
758061,0.0,39,146.0,56.0,16.0,89.0,40.3
758062,0.0,50,192.0,93.0,28.0,99.0,40.8
758063,1.2,63,151.0,55.0,29.0,118.0,41.1
758064,1.2,20,173.0,69.0,30.0,107.0,40.9
758065,0.0,23,166.0,58.0,20.0,99.0,40.3
758066,0.0,21,179.0,78.0,29.0,113.0,40.9
758067,0.0,33,189.0,93.0,7.0,95.0,39.4
758068,0.0,48,179.0,76.0,2.0,77.0,38.2
758069,1.2,33,193.0,98.0,2.0,74.0,38.1
758070,0.0,30,184.0,87.0,12.0,90.0,39.8
758071,0.0,49,166.0,64.0,22.0,105.0,40.3
758072,0.0,24,158.0,58.0,21.0,98.0,40.5
758073,1.2,26,186.0,92.0,24.0,105.0,41.0
758074,1.2,41,160.0,62.0,13.0,87.0,40.3
758075,0.0,30,168.0,62.0,9.0,93.0,39.6
758076,1.2,20,177.0,79.0,7.0,86.0,39.5
758077,0.0,44,161.0,62.0,15.0,93.0,40.7
758078,0.0,28,181.0,81.0,9.0,89.0,39.7
758079,0.0,26,156.0,49.0,23.0,96.0,40.6
758080,1.2,35,172.0,70.0,13.0,93.0,40.2
758081,0.0,49,189.0,89.0,14.0,97.0,40.4
758082,1.2,76,171.0,64.0,11.0,92.0,39.8
758083,0.0,20,174.0,72.0,9.0,86.0,39.6
758084,1.2,41,175.0,80.0,12.0,101.0,40.3
758085,1.2,71,178.0,75.0,22.0,96.0,40.3
758086,1.2,50,181.0,86.0,22.0,97.0,40.7
758087,0.0,44,161.0,57.0,10.0,89.0,39.7
758088,1.2,39,171.0,71.0,2.0,81.0,38.8
758089,1.2,37,165.0,62.0,21.0,97.0,40.5
758090,0.0,59,149.0,55.0,2.0,76.0,37.9
758091,0.0,41,193.0,98.0,13.0,88.0,40.3
758092,0.0,32,164.0,62.0,5.0,91.0,38.8
758093,0.0,56,157.0,61.0,7.0,89.0,39.2
758094,1.2,23,190.0,97.0,29.0,105.0,41.0
758095,1.2,53,183.0,71.0,14.0,81.0,39.8
758096,0.0,32,181.0,84.0,8.0,87.0,39.4
758097,0.0,66,178.0,77.0,13.0,104.0,40.1
758098,1.2,20,185.0,83.0,3.0,82.0,39.2
758099,0.0,47,165.0,61.0,19.0,100.0,40.7
758100,1.2,35,183.0,90.0,29.0,115.0,40.8
758101,0.0,42,174.0,71.0,2.0,89.0,38.0
758102,0.0,54,154.0,54.0,13.0,101.0,40.2
758103,0.0,36,181.0,80.0,3.0,84.0,38.8
758104,1.2,39,192.0,89.0,16.0,86.0,40.2
758105,1.2,25,192.0,93.0,2.0,78.0,38.3
758106,1.2,55,201.0,101.0,24.0,111.0,40.7
758107,1.2,52,149.0,51.0,14.0,89.0,40.3
758108,1.2,58,174.0,82.0,23.0,100.0,40.6
758109,1.2,32,173.0,71.0,29.0,114.0,40.8
758110,0.0,40,189.0,92.0,9.0,91.0,39.4
758111,1.2,32,159.0,59.0,26.0,110.0,40.7
758112,0.0,21,178.0,82.0,27.0,108.0,41.0
758113,0.0,39,158.0,58.0,2.0,73.0,38.5
758114,0.0,53,179.0,82.0,7.0,87.0,39.4
758115,0.0,29,182.0,86.0,23.0,104.0,40.9
758116,0.0,26,165.0,62.0,26.0,109.0,40.8
758117,0.0,48,190.0,94.0,15.0,98.0,40.2
758118,0.0,53,174.0,79.0,28.0,107.0,40.7
758119,1.2,45,153.0,53.0,14.0,94.0,40.2
758120,1.2,40,165.0,67.0,7.0,94.0,39.3
758121,0.0,33,196.0,109.0,26.0,105.0,40.8
758122,1.2,53,151.0,51.0,19.0,97.0,40.5
758123,1.2,53,171.0,66.0,29.0,104.0,40.6
758124,0.0,34,184.0,93.0,8.0,88.0,40.0
758125,0.0,36,166.0,63.0,28.0,115.0,40.9
758126,0.0,48,182.0,87.0,7.0,90.0,39.5
758127,1.2,33,193.0,90.0,29.0,110.0,40.7
758128,1.2,26,166.0,60.0,11.0,91.0,39.9
758129,1.2,39,181.0,81.0,17.0,104.0,40.3
758130,0.0,23,195.0,94.0,30.0,102.0,41.1
758131,1.2,46,171.0,70.0,29.0,107.0,40.7
758132,1.2,59,176.0,80.0,8.0,91.0,39.7
758133,0.0,21,154.0,56.0,24.0,104.0,40.7
758134,0.0,29,177.0,79.0,9.0,84.0,39.8
758135,0.0,50,193.0,88.0,8.0,86.0,39.5
758136,0.0,50,181.0,81.0,9.0,86.0,39.3
758137,0.0,67,167.0,63.0,9.0,84.0,39.9
758138,1.2,32,184.0,83.0,6.0,85.0,39.1
758139,1.2,40,169.0,64.0,12.0,98.0,40.1
758140,0.0,39,184.0,82.0,15.0,101.0,40.2
758141,0.0,53,183.0,84.0,8.0,93.0,39.3
758142,1.2,32,176.0,72.0,11.0,89.0,39.8
758143,0.0,47,187.0,89.0,24.0,106.0,40.7
758144,0.0,24,191.0,85.0,21.0,99.0,40.6
758145,1.2,26,153.0,58.0,9.0,80.0,39.9
758146,1.2,31,180.0,85.0,4.0,87.0,38.9
758147,0.0,62,164.0,66.0,10.0,94.0,39.6
758148,0.0,67,158.0,63.0,27.0,108.0,40.7
758149,1.2,35,159.0,53.0,27.0,105.0,40.6
758150,1.2,39,166.0,63.0,24.0,102.0,40.8
758151,1.2,50,181.0,85.0,11.0,93.0,40.1
758152,1.2,42,191.0,93.0,14.0,100.0,40.5
758153,0.0,20,180.0,81.0,24.0,94.0,40.8
758154,1.2,54,159.0,61.0,17.0,92.0,40.7
758155,1.2,52,187.0,91.0,16.0,92.0,40.5
758156,1.2,28,158.0,58.0,14.0,96.0,40.1
758157,1.2,22,191.0,95.0,14.0,93.0,40.3
758158,0.0,45,205.0,104.0,26.0,108.0,40.9
758159,1.2,21,184.0,90.0,9.0,93.0,39.9
758160,1.2,56,176.0,84.0,28.0,110.0,40.8
758161,1.2,26,158.0,55.0,24.0,107.0,40.7
758162,0.0,51,166.0,59.0,24.0,103.0,40.7
758163,1.2,45,191.0,99.0,15.0,95.0,40.0
758164,1.2,41,181.0,82.0,21.0,98.0,40.3
758165,1.2,21,152.0,53.0,5.0,82.0,39.2
758166,1.2,38,198.0,103.0,9.0,91.0,39.5
758167,0.0,24,188.0,91.0,5.0,84.0,39.0
758168,0.0,44,168.0,68.0,5.0,86.0,38.9
758169,1.2,40,176.0,70.0,20.0,95.0,40.6
758170,1.2,44,176.0,83.0,26.0,104.0,40.7
758171,1.2,52,170.0,73.0,16.0,95.0,40.6
758172,1.2,22,177.0,77.0,18.0,103.0,40.4
758173,0.0,26,170.0,66.0,17.0,96.0,40.4
758174,1.2,20,179.0,75.0,18.0,99.0,40.5
758175,1.2,25,186.0,88.0,3.0,84.0,38.5
758176,1.2,54,157.0,63.0,12.0,95.0,40.2
758177,1.2,32,159.0,59.0,6.0,85.0,39.3
758178,1.2,26,194.0,101.0,16.0,96.0,40.3
758179,0.0,79,165.0,61.0,25.0,102.0,40.4
758180,0.0,69,191.0,95.0,20.0,97.0,40.4
758181,0.0,63,164.0,61.0,15.0,100.0,40.5
758182,0.0,44,167.0,69.0,10.0,91.0,40.1
758183,1.2,44,181.0,78.0,14.0,102.0,40.1
758184,0.0,56,191.0,97.0,8.0,85.0,39.5
758185,0.0,27,192.0,94.0,19.0,99.0,40.5
758186,1.2,38,196.0,98.0,24.0,101.0,40.7
758187,1.2,42,154.0,58.0,16.0,96.0,40.0
758188,0.0,50,157.0,59.0,1.0,82.0,37.8
758189,0.0,39,179.0,84.0,28.0,114.0,40.7
758190,1.2,24,180.0,78.0,8.0,78.0,39.7
758191,1.2,30,161.0,60.0,24.0,103.0,40.9
758192,0.0,39,177.0,77.0,1.0,86.0,37.7
758193,1.2,22,164.0,59.0,20.0,94.0,40.7
758194,0.0,40,151.0,51.0,25.0,102.0,40.8
758195,1.2,20,184.0,80.0,18.0,98.0,40.6
758196,1.2,61,191.0,98.0,14.0,93.0,40.3
758197,0.0,42,202.0,102.0,14.0,96.0,40.1
758198,1.2,21,187.0,81.0,26.0,110.0,40.4
758199,0.0,41,159.0,63.0,7.0,82.0,39.7
758200,1.2,30,173.0,71.0,3.0,81.0,38.7
758201,1.2,34,175.0,81.0,22.0,104.0,40.4
758202,1.2,27,183.0,84.0,5.0,88.0,39.4
758203,1.2,42,168.0,68.0,19.0,106.0,40.6
758204,1.2,52,169.0,66.0,5.0,79.0,39.1
758205,1.2,40,191.0,99.0,15.0,91.0,40.2
758206,1.2,51,184.0,82.0,2.0,79.0,38.1
758207,0.0,47,173.0,68.0,13.0,98.0,40.0
758208,1.2,47,173.0,67.0,26.0,109.0,40.8
758209,1.2,57,168.0,68.0,6.0,89.0,39.5
758210,0.0,37,166.0,68.0,7.0,84.0,39.4
758211,1.2,29,165.0,65.0,19.0,104.0,40.2
758212,0.0,21,169.0,61.0,28.0,107.0,40.6
758213,0.0,30,163.0,64.0,16.0,94.0,40.3
758214,1.2,48,177.0,78.0,10.0,90.0,39.7
758215,1.2,49,162.0,60.0,24.0,105.0,40.6
758216,1.2,61,165.0,63.0,16.0,95.0,40.5
758217,1.2,34,174.0,75.0,22.0,108.0,40.8
758218,0.0,40,169.0,69.0,12.0,91.0,40.0
758219,0.0,47,194.0,92.0,13.0,98.0,40.1
758220,1.2,36,168.0,67.0,4.0,83.0,38.7
758221,1.2,52,191.0,93.0,25.0,96.0,40.7
758222,1.2,51,200.0,101.0,6.0,82.0,39.2
758223,1.2,26,184.0,85.0,20.0,101.0,40.6
758224,1.2,56,174.0,82.0,7.0,85.0,39.6
758225,0.0,60,187.0,89.0,9.0,92.0,40.0
758226,0.0,34,152.0,51.0,19.0,98.0,40.3
758227,1.2,29,160.0,62.0,15.0,94.0,40.0
758228,1.2,61,189.0,92.0,17.0,98.0,40.6
758229,0.0,32,156.0,54.0,15.0,102.0,40.5
758230,1.2,22,192.0,75.0,19.0,103.0,40.6
758231,0.0,61,160.0,58.0,15.0,94.0,40.3
758232,1.2,38,164.0,64.0,5.0,85.0,38.6
758233,1.2,39,164.0,64.0,8.0,79.0,39.6
758234,1.2,23,164.0,60.0,24.0,95.0,40.3
758235,1.2,32,192.0,91.0,17.0,94.0,40.1
758236,1.2,61,160.0,60.0,24.0,98.0,40.6
758237,0.0,79,182.0,81.0,5.0,95.0,39.1
758238,0.0,32,155.0,59.0,7.0,79.0,39.6
758239,0.0,20,198.0,95.0,5.0,80.0,38.9
758240,0.0,67,158.0,59.0,15.0,97.0,40.0
758241,0.0,36,183.0,83.0,28.0,103.0,40.8
758242,1.2,55,156.0,55.0,28.0,111.0,40.9
758243,0.0,40,167.0,71.0,3.0,84.0,38.6
758244,1.2,43,197.0,92.0,27.0,114.0,40.9
758245,1.2,20,174.0,75.0,6.0,87.0,39.2
758246,1.2,58,172.0,78.0,9.0,93.0,39.8
758247,1.2,41,151.0,58.0,24.0,104.0,40.6
758248,0.0,50,201.0,99.0,12.0,89.0,40.0
758249,0.0,51,203.0,111.0,24.0,98.0,40.7
758250,1.2,65,180.0,78.0,26.0,102.0,40.6
758251,0.0,34,151.0,51.0,9.0,91.0,39.7
758252,0.0,37,162.0,58.0,18.0,99.0,40.4
758253,0.0,24,167.0,66.0,6.0,85.0,39.0
758254,0.0,32,191.0,96.0,28.0,113.0,40.9
758255,1.2,22,166.0,63.0,15.0,96.0,40.2
758256,0.0,38,194.0,88.0,17.0,97.0,40.3
758257,0.0,65,174.0,75.0,26.0,106.0,40.6
758258,0.0,37,167.0,64.0,15.0,98.0,40.2
758259,0.0,35,181.0,76.0,10.0,95.0,39.7
758260,1.2,38,169.0,66.0,8.0,91.0,39.6
758261,0.0,21,188.0,90.0,4.0,87.0,38.8
758262,0.0,51,180.0,81.0,2.0,79.0,38.1
758263,0.0,65,164.0,61.0,28.0,108.0,40.8
758264,0.0,23,181.0,86.0,30.0,117.0,41.0
758265,0.0,36,173.0,72.0,14.0,95.0,40.6
758266,0.0,25,196.0,92.0,2.0,78.0,38.1
758267,1.2,75,173.0,69.0,25.0,105.0,40.9
758268,0.0,40,172.0,71.0,13.0,95.0,40.3
758269,1.2,63,161.0,62.0,21.0,107.0,40.4
758270,1.2,54,155.0,53.0,7.0,83.0,39.5
758271,1.2,35,177.0,73.0,8.0,91.0,39.1
758272,0.0,54,172.0,72.0,25.0,103.0,41.1
758273,1.2,45,171.0,71.0,21.0,96.0,40.2
758274,0.0,58,183.0,88.0,9.0,84.0,40.1
758275,1.2,65,171.0,70.0,15.0,96.0,40.0
758276,0.0,62,191.0,94.0,8.0,91.0,39.6
758277,1.2,50,161.0,61.0,4.0,85.0,38.9
758278,1.2,22,169.0,63.0,23.0,102.0,40.7
758279,1.2,37,192.0,98.0,5.0,82.0,38.9
758280,0.0,20,184.0,81.0,4.0,78.0,38.7
758281,1.2,56,185.0,87.0,9.0,89.0,39.8
758282,1.2,23,179.0,74.0,13.0,95.0,40.0
758283,1.2,23,158.0,55.0,14.0,94.0,40.1
758284,1.2,50,156.0,59.0,10.0,90.0,39.7
758285,0.0,48,170.0,68.0,28.0,104.0,40.8
758286,0.0,42,177.0,70.0,26.0,108.0,40.5
758287,0.0,70,164.0,66.0,3.0,86.0,38.6
758288,1.2,56,193.0,94.0,5.0,84.0,38.8
758289,1.2,64,170.0,71.0,4.0,79.0,39.3
758290,0.0,42,181.0,82.0,9.0,84.0,39.6
758291,1.2,28,197.0,99.0,22.0,104.0,40.8
758292,0.0,23,177.0,79.0,9.0,90.0,39.8
758293,0.0,31,165.0,62.0,7.0,90.0,39.3
758294,1.2,55,179.0,76.0,10.0,90.0,39.9
758295,1.2,36,173.0,77.0,1.0,86.0,37.8
758296,0.0,63,180.0,86.0,28.0,113.0,40.8
758297,1.2,35,163.0,62.0,17.0,95.0,40.3
758298,1.2,46,179.0,76.0,8.0,89.0,39.7
758299,1.2,27,169.0,63.0,23.0,102.0,40.8
758300,1.2,28,162.0,59.0,17.0,96.0,40.4
758301,0.0,35,185.0,77.0,20.0,95.0,40.2
758302,1.2,25,193.0,90.0,23.0,97.0,40.7
758303,1.2,24,176.0,73.0,2.0,82.0,38.3
