id,Sex,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,imc,Sex_encoded
791910,female,32,152.0,51.0,2.0,82.0,38.0,22.07409972299169,89.03368342867219
791911,male,40,172.0,75.0,29.0,107.0,40.8,25.351541373715524,87.53476116586509
791912,female,52,158.0,61.0,20.0,102.0,40.5,24.435186668803073,87.53476116586509
791913,female,69,167.0,65.0,13.0,99.0,40.1,23.306680053067517,87.53476116586509
791914,male,61,188.0,94.0,1.0,81.0,37.5,26.595744680851066,87.53476116586509
791915,male,71,189.0,97.0,9.0,97.0,39.8,27.154894879762605,87.53476116586509
791916,male,63,198.0,111.0,14.0,92.0,39.7,28.313437404346494,89.03368342867219
791917,male,34,198.0,99.0,22.0,100.0,40.7,25.252525252525253,89.03368342867219
791918,male,43,178.0,82.0,17.0,100.0,40.4,25.88057063502083,89.03368342867219
791919,female,40,166.0,68.0,24.0,101.0,41.0,24.677021338365513,89.03368342867219
791920,male,35,179.0,78.0,23.0,111.0,40.7,24.343809494085704,89.03368342867219
791921,female,28,167.0,64.0,19.0,95.0,40.6,22.948115744558788,87.53476116586509
791922,female,25,159.0,59.0,5.0,79.0,39.3,23.337684427040067,87.53476116586509
791923,female,41,161.0,64.0,25.0,110.0,40.8,24.690405462752206,87.53476116586509
791924,female,57,153.0,63.0,14.0,93.0,40.3,26.91272587466359,89.03368342867219
791925,male,46,186.0,83.0,6.0,93.0,39.4,23.991212856977683,87.53476116586509
791926,female,20,147.0,48.0,27.0,102.0,40.7,22.212966819380814,87.53476116586509
791927,female,21,149.0,50.0,9.0,91.0,39.8,22.52150804017837,87.53476116586509
791928,male,28,201.0,98.0,10.0,85.0,39.7,24.256825326105798,89.03368342867219
791929,male,20,191.0,87.0,30.0,106.0,40.8,23.84803048162057,87.53476116586509
791930,female,44,174.0,73.0,24.0,103.0,40.8,24.111507464658473,89.03368342867219
791931,female,20,163.0,60.0,24.0,109.0,40.7,22.582709172343712,89.03368342867219
791932,male,22,184.0,89.0,6.0,87.0,39.2,26.287807183364837,89.03368342867219
791933,male,49,191.0,95.0,28.0,108.0,40.5,26.040952824758094,89.03368342867219
791934,male,40,189.0,92.0,16.0,95.0,40.2,25.755158030290307,89.03368342867219
791935,female,25,155.0,59.0,16.0,97.0,40.9,24.55775234131113,89.03368342867219
791936,female,55,161.0,67.0,2.0,85.0,38.3,25.847768218818715,87.53476116586509
791937,female,22,161.0,64.0,17.0,96.0,40.5,24.690405462752206,87.53476116586509
791938,female,50,163.0,64.0,17.0,105.0,40.1,24.088223117166624,89.03368342867219
791939,female,20,169.0,69.0,15.0,98.0,40.4,24.158817968558527,87.53476116586509
791940,female,45,166.0,65.0,15.0,94.0,40.2,23.588329220496444,87.53476116586509
791941,female,39,167.0,67.0,17.0,101.0,40.1,24.023808670084982,89.03368342867219
791942,male,21,176.0,82.0,3.0,79.0,38.6,26.47210743801653,89.03368342867219
791943,male,64,183.0,87.0,28.0,105.0,40.6,25.97867956642479,89.03368342867219
791944,female,21,165.0,60.0,18.0,97.0,40.3,22.03856749311295,89.03368342867219
791945,male,38,179.0,85.0,23.0,105.0,40.7,26.528510346119035,89.03368342867219
791946,male,39,181.0,81.0,19.0,103.0,40.4,24.724520008546747,89.03368342867219
791947,male,67,201.0,101.0,28.0,119.0,40.6,24.999381203435565,89.03368342867219
791948,female,68,165.0,66.0,29.0,108.0,41.1,24.242424242424246,87.53476116586509
791949,male,30,191.0,95.0,18.0,97.0,40.5,26.040952824758094,89.03368342867219
791950,female,46,152.0,56.0,7.0,86.0,39.6,24.238227146814403,87.53476116586509
791951,male,47,182.0,84.0,15.0,98.0,40.1,25.359256128486894,89.03368342867219
791952,male,36,182.0,85.0,26.0,101.0,40.8,25.661152034778407,89.03368342867219
791953,female,58,176.0,68.0,4.0,81.0,39.2,21.952479338842977,87.53476116586509
791954,male,32,189.0,91.0,8.0,91.0,39.3,25.475210660395845,87.53476116586509
791955,female,39,157.0,60.0,21.0,99.0,40.6,24.341758286340216,87.53476116586509
791956,female,73,156.0,57.0,13.0,97.0,39.9,23.422090729783037,87.53476116586509
791957,female,53,169.0,68.0,16.0,93.0,40.2,23.80869017191275,89.03368342867219
791958,male,57,179.0,84.0,8.0,95.0,39.6,26.216410224399986,89.03368342867219
791959,male,38,182.0,81.0,1.0,76.0,37.7,24.453568409612362,87.53476116586509
791960,female,20,156.0,53.0,9.0,96.0,39.8,21.7784352399737,87.53476116586509
791961,female,25,159.0,59.0,25.0,101.0,40.7,23.337684427040067,87.53476116586509
791962,male,59,171.0,73.0,17.0,100.0,40.6,24.96494647925858,89.03368342867219
791963,male,56,206.0,102.0,12.0,92.0,40.1,24.036195682910737,87.53476116586509
791964,female,48,169.0,68.0,10.0,97.0,39.8,23.80869017191275,87.53476116586509
791965,female,28,173.0,70.0,15.0,80.0,40.5,23.38868655818771,89.03368342867219
791966,female,57,159.0,64.0,11.0,93.0,39.8,25.315454293738377,87.53476116586509
791967,male,33,197.0,98.0,7.0,87.0,39.7,25.25187456517818,89.03368342867219
791968,male,29,193.0,97.0,4.0,86.0,39.1,26.040967542752828,89.03368342867219
791969,female,47,167.0,67.0,21.0,106.0,40.7,24.023808670084982,87.53476116586509
791970,female,30,154.0,62.0,4.0,82.0,38.6,26.14268848035082,89.03368342867219
791971,female,69,184.0,81.0,3.0,88.0,38.7,23.92485822306238,89.03368342867219
791972,male,51,187.0,94.0,3.0,83.0,38.5,26.88095170007721,87.53476116586509
791973,male,32,195.0,100.0,16.0,103.0,40.4,26.298487836949377,87.53476116586509
791974,female,26,176.0,74.0,11.0,85.0,39.7,23.889462809917354,87.53476116586509
791975,male,22,184.0,79.0,19.0,97.0,40.8,23.334120982986768,87.53476116586509
791976,female,26,164.0,64.0,16.0,98.0,40.3,23.795359904818564,87.53476116586509
791977,female,36,165.0,63.0,20.0,95.0,40.5,23.140495867768596,87.53476116586509
791978,female,46,166.0,66.0,9.0,91.0,39.7,23.95122659311947,89.03368342867219
791979,female,20,157.0,55.0,14.0,100.0,40.4,22.313278429145196,89.03368342867219
791980,female,72,179.0,76.0,29.0,108.0,41.0,23.719609250647608,87.53476116586509
791981,female,30,174.0,66.0,12.0,92.0,39.9,21.79944510503369,87.53476116586509
791982,male,39,188.0,93.0,14.0,94.0,40.0,26.312811226799457,89.03368342867219
791983,male,46,188.0,90.0,14.0,96.0,40.2,25.46401086464464,89.03368342867219
791984,female,45,156.0,55.0,28.0,107.0,40.4,22.600262984878366,87.53476116586509
791985,male,49,184.0,86.0,20.0,96.0,40.8,25.401701323251416,89.03368342867219
791986,female,58,155.0,60.0,11.0,88.0,39.7,24.97398543184183,87.53476116586509
791987,female,22,166.0,65.0,10.0,93.0,39.9,23.588329220496444,87.53476116586509
791988,female,25,165.0,62.0,11.0,101.0,40.1,22.77318640955005,87.53476116586509
791989,male,43,176.0,79.0,7.0,89.0,39.1,25.50361570247934,87.53476116586509
791990,female,63,158.0,62.0,23.0,101.0,40.7,24.83576349943919,87.53476116586509
791991,female,32,150.0,59.0,1.0,83.0,37.9,26.22222222222222,89.03368342867219
791992,female,32,161.0,63.0,27.0,107.0,40.8,24.3046178773967,89.03368342867219
791993,male,37,192.0,96.0,21.0,105.0,40.7,26.041666666666668,87.53476116586509
791994,male,40,187.0,92.0,17.0,96.0,40.6,26.309016557522373,87.53476116586509
791995,female,47,170.0,67.0,22.0,96.0,40.7,23.18339100346021,87.53476116586509
791996,female,36,150.0,52.0,14.0,95.0,40.0,23.11111111111111,87.53476116586509
791997,male,40,192.0,94.0,4.0,88.0,38.9,25.499131944444446,87.53476116586509
791998,female,55,174.0,71.0,27.0,101.0,40.9,23.450918219051392,89.03368342867219
791999,male,48,174.0,75.0,25.0,102.0,40.7,24.772096710265558,89.03368342867219
792000,male,59,191.0,92.0,29.0,107.0,40.9,25.218606946081522,87.53476116586509
792001,male,64,184.0,88.0,27.0,109.0,41.3,25.99243856332703,89.03368342867219
792002,female,48,151.0,54.0,14.0,84.0,40.1,23.683171790710933,89.03368342867219
792003,male,63,182.0,81.0,21.0,103.0,40.6,24.453568409612362,87.53476116586509
792004,male,50,187.0,72.0,22.0,103.0,40.8,20.58966513197403,89.03368342867219
792005,female,22,160.0,59.0,19.0,97.0,40.7,23.046874999999996,87.53476116586509
792006,male,23,180.0,81.0,6.0,85.0,39.4,25.0,89.03368342867219
792007,male,32,188.0,95.0,10.0,95.0,39.9,26.87867813490267,89.03368342867219
792008,male,32,183.0,86.0,3.0,82.0,38.3,25.680074054167036,89.03368342867219
792009,male,46,195.0,96.0,2.0,82.0,37.9,25.2465483234714,89.03368342867219
792010,male,39,172.0,76.0,25.0,103.0,40.8,25.689561925365066,87.53476116586509
792011,female,40,170.0,70.0,29.0,101.0,40.9,24.221453287197235,89.03368342867219
792012,female,79,161.0,64.0,15.0,87.0,40.3,24.690405462752206,89.03368342867219
792013,female,25,163.0,60.0,28.0,110.0,40.8,22.582709172343712,89.03368342867219
792014,male,72,180.0,86.0,29.0,117.0,41.2,26.54320987654321,87.53476116586509
792015,female,20,163.0,59.0,2.0,81.0,38.3,22.20633068613798,87.53476116586509
792016,male,54,183.0,86.0,27.0,108.0,40.4,25.680074054167036,89.03368342867219
792017,male,43,178.0,77.0,10.0,90.0,39.9,24.302487059714682,89.03368342867219
792018,female,20,156.0,53.0,12.0,84.0,40.0,21.7784352399737,89.03368342867219
792019,female,40,161.0,63.0,18.0,101.0,40.5,24.3046178773967,89.03368342867219
792020,male,21,193.0,86.0,9.0,88.0,40.4,23.087868130688072,87.53476116586509
792021,male,20,184.0,84.0,2.0,72.0,38.1,24.8109640831758,89.03368342867219
792022,female,33,159.0,57.0,19.0,98.0,40.3,22.54657648036074,89.03368342867219
792023,female,40,160.0,56.0,22.0,99.0,40.7,21.874999999999996,89.03368342867219
792024,female,35,152.0,52.0,25.0,110.0,40.4,22.506925207756233,87.53476116586509
792025,female,50,155.0,53.0,10.0,90.0,39.7,22.060353798126947,89.03368342867219
792026,male,60,186.0,91.0,2.0,87.0,38.1,26.303618915481554,87.53476116586509
792027,male,32,181.0,78.0,19.0,107.0,40.6,23.808797045267237,89.03368342867219
792028,female,48,161.0,63.0,11.0,95.0,40.1,24.3046178773967,89.03368342867219
792029,male,48,194.0,100.0,11.0,93.0,40.0,26.570305027101714,87.53476116586509
792030,male,69,174.0,78.0,17.0,108.0,40.9,25.762980578676178,87.53476116586509
792031,male,26,184.0,82.0,26.0,104.0,40.7,24.22022684310019,87.53476116586509
792032,female,53,162.0,55.0,23.0,107.0,40.9,20.957171162932475,87.53476116586509
792033,female,45,157.0,61.0,10.0,91.0,39.7,24.747454257779218,89.03368342867219
792034,male,39,191.0,86.0,18.0,96.0,40.5,23.573915188728378,87.53476116586509
792035,male,45,169.0,79.0,23.0,107.0,40.6,27.660095935016283,87.53476116586509
792036,female,74,151.0,51.0,25.0,109.0,40.8,22.367440024560327,89.03368342867219
792037,male,28,184.0,82.0,8.0,92.0,39.4,24.22022684310019,89.03368342867219
792038,female,22,171.0,70.0,10.0,88.0,39.9,23.938989774631512,87.53476116586509
792039,male,52,185.0,88.0,13.0,93.0,40.2,25.712198685171657,89.03368342867219
792040,male,43,189.0,91.0,19.0,97.0,40.3,25.475210660395845,87.53476116586509
792041,male,22,193.0,86.0,4.0,82.0,38.9,23.087868130688072,87.53476116586509
792042,female,25,153.0,52.0,25.0,104.0,40.7,22.21367849972233,87.53476116586509
792043,female,43,174.0,69.0,25.0,103.0,40.5,22.79032897344431,89.03368342867219
792044,female,20,161.0,63.0,26.0,113.0,40.5,24.3046178773967,89.03368342867219
792045,male,54,193.0,98.0,8.0,91.0,39.7,26.309431125667803,89.03368342867219
792046,male,20,205.0,104.0,10.0,90.0,39.6,24.747174301011306,89.03368342867219
792047,male,47,199.0,103.0,24.0,99.0,40.5,26.009444205954395,89.03368342867219
792048,male,56,191.0,101.0,2.0,86.0,38.3,27.685644582111237,89.03368342867219
792049,female,42,167.0,64.0,14.0,91.0,40.3,22.948115744558788,87.53476116586509
792050,female,29,172.0,66.0,27.0,109.0,40.8,22.30935640886966,89.03368342867219
792051,female,27,163.0,62.0,8.0,89.0,39.7,23.335466144755166,89.03368342867219
792052,male,42,192.0,103.0,10.0,95.0,39.9,27.940538194444446,87.53476116586509
792053,female,55,149.0,51.0,7.0,84.0,39.6,22.97193820098194,87.53476116586509
792054,male,34,174.0,80.0,9.0,82.0,39.4,26.42356982428326,89.03368342867219
792055,female,48,168.0,62.0,8.0,90.0,39.6,21.9671201814059,87.53476116586509
792056,male,71,199.0,101.0,20.0,103.0,40.9,25.504406454382465,87.53476116586509
792057,male,54,181.0,87.0,12.0,92.0,39.9,26.555965935105768,89.03368342867219
792058,female,48,179.0,71.0,25.0,106.0,40.7,22.15910864205237,87.53476116586509
792059,female,57,153.0,54.0,15.0,94.0,40.3,23.06805074971165,89.03368342867219
792060,male,47,178.0,78.0,23.0,103.0,40.7,24.61810377477591,87.53476116586509
792061,female,51,173.0,71.0,20.0,101.0,40.3,23.722810651876106,87.53476116586509
792062,female,72,181.0,88.0,15.0,94.0,40.2,26.861206922865602,89.03368342867219
792063,female,32,152.0,54.0,5.0,82.0,39.1,23.372576177285318,89.03368342867219
792064,male,56,173.0,79.0,8.0,86.0,39.5,26.395803401383272,87.53476116586509
792065,female,58,171.0,70.0,29.0,106.0,40.7,23.938989774631512,89.03368342867219
792066,female,30,179.0,74.0,10.0,91.0,39.6,23.095409007209515,87.53476116586509
792067,female,36,168.0,67.0,12.0,100.0,39.9,23.738662131519277,87.53476116586509
792068,female,31,168.0,67.0,10.0,86.0,39.7,23.738662131519277,89.03368342867219
792069,male,59,180.0,87.0,30.0,109.0,40.7,26.85185185185185,87.53476116586509
792070,female,71,154.0,57.0,8.0,89.0,39.9,24.034407151290267,89.03368342867219
792071,male,55,192.0,93.0,19.0,104.0,40.5,25.227864583333336,89.03368342867219
792072,female,28,169.0,65.0,26.0,106.0,40.8,22.758306781975424,89.03368342867219
792073,male,48,183.0,93.0,5.0,89.0,39.1,27.77031263997133,89.03368342867219
792074,male,65,184.0,91.0,22.0,96.0,40.8,26.878544423440452,89.03368342867219
792075,female,54,170.0,72.0,11.0,92.0,39.8,24.913494809688583,89.03368342867219
792076,male,25,181.0,76.0,27.0,96.0,40.3,23.198315069747565,89.03368342867219
792077,male,30,180.0,82.0,11.0,97.0,39.5,25.30864197530864,89.03368342867219
792078,female,79,161.0,63.0,7.0,83.0,39.4,24.3046178773967,89.03368342867219
792079,female,51,153.0,58.0,3.0,78.0,38.7,24.77679524969029,89.03368342867219
792080,male,60,189.0,94.0,15.0,90.0,40.3,26.315052770079227,87.53476116586509
792081,female,28,176.0,72.0,14.0,91.0,40.3,23.243801652892564,87.53476116586509
792082,female,39,164.0,61.0,16.0,100.0,40.4,22.679952409280194,89.03368342867219
792083,female,55,156.0,53.0,20.0,98.0,40.7,21.7784352399737,87.53476116586509
792084,female,33,181.0,74.0,27.0,103.0,40.9,22.587833094227893,87.53476116586509
792085,male,49,182.0,85.0,4.0,87.0,38.7,25.661152034778407,89.03368342867219
792086,female,26,176.0,73.0,8.0,90.0,39.5,23.56663223140496,87.53476116586509
792087,male,24,188.0,88.0,28.0,100.0,40.9,24.898143956541425,87.53476116586509
792088,female,25,154.0,58.0,8.0,88.0,39.8,24.456063417102378,89.03368342867219
792089,female,38,165.0,61.0,10.0,85.0,39.9,22.4058769513315,87.53476116586509
792090,female,66,153.0,52.0,12.0,92.0,39.8,22.21367849972233,87.53476116586509
792091,male,51,183.0,90.0,13.0,89.0,40.1,26.874496103198062,89.03368342867219
792092,male,32,186.0,85.0,6.0,88.0,39.1,24.56931437160365,87.53476116586509
792093,female,20,163.0,59.0,13.0,89.0,40.2,22.20633068613798,89.03368342867219
792094,female,72,190.0,79.0,5.0,82.0,39.4,21.883656509695292,87.53476116586509
792095,female,57,168.0,67.0,14.0,98.0,40.2,23.738662131519277,89.03368342867219
792096,female,42,163.0,62.0,8.0,85.0,39.8,23.335466144755166,89.03368342867219
792097,female,65,169.0,72.0,25.0,115.0,40.8,25.209201358495854,89.03368342867219
792098,male,74,187.0,95.0,6.0,90.0,39.1,27.166919271354622,87.53476116586509
792099,female,26,158.0,58.0,27.0,103.0,40.7,23.233456176894723,87.53476116586509
792100,male,23,176.0,81.0,30.0,107.0,40.9,26.149276859504134,89.03368342867219
792101,male,29,182.0,81.0,2.0,82.0,38.2,24.453568409612362,89.03368342867219
792102,female,62,179.0,76.0,26.0,106.0,40.7,23.719609250647608,87.53476116586509
792103,female,48,168.0,62.0,5.0,85.0,39.1,21.9671201814059,87.53476116586509
792104,female,44,168.0,71.0,16.0,97.0,40.0,25.15589569160998,89.03368342867219
792105,female,23,159.0,58.0,22.0,94.0,40.7,22.942130453700404,89.03368342867219
792106,female,30,164.0,62.0,11.0,91.0,39.4,23.051754907792983,87.53476116586509
792107,female,29,168.0,64.0,12.0,88.0,40.1,22.67573696145125,87.53476116586509
792108,male,46,164.0,73.0,13.0,95.0,39.9,27.141582391433676,89.03368342867219
792109,male,54,187.0,90.0,9.0,92.0,39.9,25.737081414967538,89.03368342867219
792110,female,31,156.0,62.0,28.0,114.0,40.6,25.476660092044707,89.03368342867219
792111,female,30,164.0,63.0,1.0,83.0,37.6,23.423557406305775,87.53476116586509
792112,female,37,156.0,56.0,18.0,97.0,40.5,23.011176857330703,89.03368342867219
792113,female,25,159.0,58.0,16.0,89.0,40.3,22.942130453700404,87.53476116586509
792114,male,46,181.0,79.0,30.0,106.0,40.6,24.114038033027075,87.53476116586509
792115,female,38,174.0,68.0,22.0,103.0,40.5,22.460034350640772,89.03368342867219
792116,male,50,169.0,71.0,25.0,99.0,40.9,24.859073561850078,87.53476116586509
792117,male,64,209.0,105.0,27.0,105.0,40.9,24.037911219981233,89.03368342867219
792118,male,21,187.0,84.0,10.0,98.0,39.7,24.021275987303035,87.53476116586509
792119,male,58,192.0,93.0,1.0,83.0,37.9,25.227864583333336,89.03368342867219
792120,female,33,156.0,60.0,4.0,81.0,38.8,24.654832347140037,89.03368342867219
792121,male,36,183.0,86.0,10.0,86.0,39.6,25.680074054167036,89.03368342867219
792122,female,37,176.0,70.0,23.0,102.0,40.8,22.59814049586777,89.03368342867219
792123,female,54,161.0,64.0,22.0,101.0,40.7,24.690405462752206,87.53476116586509
792124,female,46,168.0,66.0,22.0,104.0,40.6,23.384353741496604,89.03368342867219
792125,male,79,191.0,91.0,26.0,112.0,41.2,24.94449165318933,89.03368342867219
792126,male,20,187.0,87.0,3.0,91.0,38.6,24.879178701135288,87.53476116586509
792127,male,41,188.0,86.0,26.0,101.0,41.0,24.332277048438208,87.53476116586509
792128,male,70,187.0,89.0,6.0,78.0,39.1,25.45111384369012,89.03368342867219
792129,male,29,194.0,93.0,21.0,98.0,40.5,24.710383675204593,87.53476116586509
792130,male,72,191.0,102.0,30.0,102.0,40.9,27.959759875003428,87.53476116586509
792131,male,21,194.0,95.0,15.0,103.0,40.1,25.241789775746625,89.03368342867219
792132,female,49,161.0,61.0,2.0,86.0,38.0,23.533042706685695,89.03368342867219
792133,male,57,191.0,87.0,5.0,86.0,39.4,23.84803048162057,87.53476116586509
792134,male,29,178.0,83.0,11.0,80.0,39.8,26.19618735008206,89.03368342867219
792135,female,24,165.0,60.0,15.0,102.0,40.2,22.03856749311295,87.53476116586509
792136,male,28,198.0,96.0,11.0,91.0,40.1,24.487297214569942,89.03368342867219
792137,male,53,179.0,83.0,26.0,108.0,40.9,25.90431010268094,89.03368342867219
792138,male,54,182.0,82.0,6.0,93.0,39.6,24.755464315903875,87.53476116586509
792139,male,50,181.0,88.0,7.0,89.0,39.9,26.861206922865602,89.03368342867219
792140,female,48,182.0,79.0,19.0,98.0,40.6,23.849776597029344,87.53476116586509
792141,female,25,177.0,70.0,25.0,110.0,40.7,22.34351559258195,89.03368342867219
792142,female,31,168.0,69.0,5.0,86.0,38.9,24.44727891156463,87.53476116586509
792143,female,53,168.0,67.0,7.0,94.0,39.7,23.738662131519277,89.03368342867219
792144,male,40,178.0,81.0,26.0,107.0,41.2,25.5649539199596,89.03368342867219
792145,female,32,169.0,69.0,12.0,93.0,39.8,24.158817968558527,87.53476116586509
792146,female,35,165.0,60.0,25.0,104.0,40.8,22.03856749311295,89.03368342867219
792147,female,68,164.0,69.0,13.0,90.0,39.8,25.654372397382513,89.03368342867219
792148,male,56,191.0,97.0,20.0,103.0,40.5,26.589183410542475,87.53476116586509
792149,female,48,166.0,70.0,19.0,100.0,40.5,25.402816083611555,89.03368342867219
792150,male,20,186.0,82.0,6.0,77.0,39.3,23.702162099664697,89.03368342867219
792151,male,30,187.0,85.0,30.0,87.0,40.8,24.307243558580453,87.53476116586509
792152,male,73,187.0,87.0,26.0,110.0,40.8,24.879178701135288,87.53476116586509
792153,male,51,193.0,94.0,7.0,90.0,39.5,25.235576794007894,87.53476116586509
792154,male,28,190.0,87.0,29.0,107.0,40.8,24.099722991689752,87.53476116586509
792155,female,23,162.0,59.0,15.0,86.0,40.1,22.481329065691202,87.53476116586509
792156,male,64,190.0,99.0,23.0,99.0,40.9,27.423822714681442,87.53476116586509
792157,male,26,192.0,92.0,16.0,94.0,40.2,24.95659722222222,87.53476116586509
792158,female,31,174.0,74.0,1.0,70.0,37.8,24.441802087462015,89.03368342867219
792159,male,36,177.0,80.0,14.0,95.0,40.2,25.53544639152223,87.53476116586509
792160,female,50,161.0,64.0,12.0,91.0,40.1,24.690405462752206,87.53476116586509
792161,female,73,171.0,71.0,19.0,97.0,40.2,24.280975342840534,87.53476116586509
792162,female,21,183.0,78.0,6.0,86.0,39.0,23.291229956104985,89.03368342867219
792163,male,59,193.0,91.0,7.0,95.0,39.4,24.43018604526296,87.53476116586509
792164,male,25,180.0,79.0,4.0,88.0,38.9,24.382716049382715,87.53476116586509
792165,male,45,186.0,93.0,7.0,88.0,39.6,26.881720430107524,89.03368342867219
792166,female,39,167.0,68.0,13.0,89.0,40.0,24.38237297859371,87.53476116586509
792167,male,45,191.0,88.0,28.0,108.0,41.0,24.12214577451276,89.03368342867219
792168,male,41,186.0,83.0,19.0,103.0,40.7,23.991212856977683,89.03368342867219
792169,male,39,170.0,76.0,20.0,102.0,40.5,26.29757785467128,89.03368342867219
792170,female,61,153.0,55.0,8.0,94.0,40.2,23.49523687470631,87.53476116586509
792171,female,51,163.0,60.0,7.0,90.0,39.7,22.582709172343712,89.03368342867219
792172,female,26,161.0,57.0,23.0,103.0,40.5,21.98989236526368,89.03368342867219
792173,male,26,186.0,85.0,15.0,95.0,39.9,24.56931437160365,89.03368342867219
792174,male,31,193.0,97.0,11.0,88.0,40.1,26.040967542752828,87.53476116586509
792175,female,44,168.0,64.0,17.0,104.0,40.5,22.67573696145125,89.03368342867219
792176,male,44,191.0,86.0,17.0,100.0,40.4,23.573915188728378,89.03368342867219
792177,male,42,191.0,89.0,29.0,114.0,40.8,24.39626106740495,87.53476116586509
792178,female,63,158.0,62.0,29.0,106.0,40.9,24.83576349943919,89.03368342867219
792179,female,42,165.0,63.0,10.0,93.0,39.9,23.140495867768596,89.03368342867219
792180,male,40,185.0,88.0,25.0,98.0,40.5,25.712198685171657,87.53476116586509
792181,male,63,181.0,82.0,10.0,94.0,39.7,25.029760996306585,87.53476116586509
792182,male,54,179.0,85.0,4.0,87.0,39.4,26.528510346119035,89.03368342867219
792183,female,40,160.0,64.0,14.0,93.0,40.4,24.999999999999996,87.53476116586509
792184,male,41,192.0,91.0,13.0,91.0,40.4,24.68532986111111,89.03368342867219
792185,male,64,188.0,99.0,14.0,95.0,40.3,28.010411951109102,87.53476116586509
792186,female,55,171.0,69.0,13.0,93.0,40.2,23.59700420642249,87.53476116586509
792187,male,65,185.0,86.0,9.0,87.0,39.7,25.127830533235937,89.03368342867219
792188,male,42,188.0,88.0,16.0,85.0,40.0,24.898143956541425,87.53476116586509
792189,male,30,176.0,81.0,28.0,113.0,41.0,26.149276859504134,89.03368342867219
792190,female,21,166.0,67.0,17.0,92.0,40.4,24.31412396574249,87.53476116586509
792191,female,45,153.0,60.0,21.0,88.0,40.5,25.63116749967961,89.03368342867219
792192,female,36,178.0,73.0,22.0,103.0,40.6,23.04002019946976,87.53476116586509
792193,male,39,191.0,99.0,16.0,93.0,40.3,27.137413996326856,89.03368342867219
792194,male,35,174.0,72.0,25.0,114.0,40.6,23.781212841854934,87.53476116586509
792195,male,37,187.0,86.0,21.0,96.0,40.6,24.59321112985787,87.53476116586509
792196,female,44,170.0,71.0,22.0,98.0,40.7,24.56747404844291,89.03368342867219
792197,female,21,163.0,59.0,18.0,100.0,40.5,22.20633068613798,87.53476116586509
792198,female,30,171.0,69.0,14.0,96.0,40.2,23.59700420642249,89.03368342867219
792199,female,26,168.0,66.0,25.0,102.0,40.9,23.384353741496604,89.03368342867219
792200,female,68,160.0,62.0,1.0,67.0,38.1,24.218749999999996,89.03368342867219
792201,female,52,155.0,59.0,16.0,101.0,40.1,24.55775234131113,89.03368342867219
792202,female,30,176.0,70.0,14.0,96.0,40.1,22.59814049586777,89.03368342867219
792203,male,35,191.0,94.0,27.0,107.0,40.7,25.766837531865903,89.03368342867219
792204,male,42,181.0,80.0,10.0,89.0,39.8,24.41927902078691,87.53476116586509
792205,male,32,189.0,87.0,6.0,86.0,39.0,24.355421180818006,87.53476116586509
792206,female,37,165.0,61.0,7.0,80.0,39.5,22.4058769513315,87.53476116586509
792207,female,44,161.0,61.0,25.0,107.0,40.6,23.533042706685695,89.03368342867219
792208,female,30,153.0,48.0,21.0,99.0,40.7,20.504933999743688,87.53476116586509
792209,female,40,161.0,63.0,28.0,106.0,41.0,24.3046178773967,89.03368342867219
792210,female,40,159.0,60.0,23.0,105.0,40.6,23.73323840037973,89.03368342867219
792211,female,59,146.0,51.0,28.0,111.0,41.1,23.925689622818542,87.53476116586509
792212,female,37,169.0,61.0,10.0,83.0,39.9,21.35779559539232,87.53476116586509
792213,male,21,191.0,91.0,22.0,107.0,40.9,24.94449165318933,87.53476116586509
792214,male,42,183.0,88.0,11.0,91.0,40.1,26.27728507868255,87.53476116586509
792215,female,68,174.0,71.0,24.0,108.0,40.3,23.450918219051392,87.53476116586509
792216,female,52,151.0,52.0,20.0,105.0,40.7,22.806017279943863,89.03368342867219
792217,male,57,191.0,88.0,6.0,88.0,39.1,24.12214577451276,87.53476116586509
792218,male,45,193.0,89.0,7.0,91.0,39.6,23.893258879433006,87.53476116586509
792219,male,43,181.0,82.0,11.0,104.0,40.1,25.029760996306585,87.53476116586509
792220,male,55,187.0,89.0,5.0,82.0,39.2,25.45111384369012,89.03368342867219
792221,male,30,175.0,78.0,21.0,104.0,40.4,25.46938775510204,87.53476116586509
792222,male,25,176.0,80.0,14.0,97.0,40.3,25.826446280991735,87.53476116586509
792223,female,47,174.0,75.0,25.0,102.0,40.6,24.772096710265558,87.53476116586509
792224,male,25,193.0,96.0,24.0,103.0,40.6,25.77250395983785,87.53476116586509
792225,male,54,178.0,82.0,22.0,107.0,40.8,25.88057063502083,89.03368342867219
792226,male,40,193.0,102.0,13.0,103.0,40.1,27.383285457327716,89.03368342867219
792227,female,41,170.0,57.0,15.0,97.0,40.5,19.723183391003463,87.53476116586509
792228,female,64,163.0,64.0,29.0,109.0,40.8,24.088223117166624,87.53476116586509
792229,male,54,180.0,85.0,9.0,82.0,39.8,26.234567901234566,89.03368342867219
792230,female,26,162.0,59.0,15.0,104.0,40.1,22.481329065691202,89.03368342867219
792231,female,27,171.0,71.0,9.0,97.0,39.8,24.280975342840534,87.53476116586509
792232,female,26,159.0,60.0,16.0,96.0,40.5,23.73323840037973,89.03368342867219
792233,male,50,186.0,89.0,7.0,90.0,39.6,25.725517400855587,87.53476116586509
